Num_Acc,date,time_of_day,max_severity,weather,collision_type,lighting,urban_area,department
202400024044,2024-04-12,Afternoon,4,1,5.0,1,1,13
202400024045,2024-09-04,Morning,4,1,7.0,1,2,75
202400024046,2024-07-29,Night,3,1,1.0,3,1,28
202400024047,2024-01-20,Evening,3,1,2.0,5,2,33
202400024048,2024-04-13,Night,4,1,2.0,3,1,69
202400024049,2024-09-02,Evening,4,1,3.0,5,2,75
202400024050,2024-07-14,Night,4,1,1.0,4,1,28
202400024051,2024-04-13,Afternoon,4,1,2.0,1,1,67
202400024052,2024-09-02,Morning,4,1,3.0,1,2,75
202400024053,2024-04-14,Evening,4,1,7.0,3,1,91
202400024054,2024-07-29,Afternoon,3,1,6.0,1,1,48
202400024055,2024-01-22,Evening,4,1,7.0,5,2,30
202400024056,2024-04-14,Afternoon,4,1,6.0,1,1,93
202400024057,2024-09-04,Afternoon,4,1,6.0,1,2,75
202400024058,2024-04-14,Afternoon,4,1,6.0,1,1,95
202400024059,2024-01-25,Morning,4,2,3.0,2,2,29
202400024060,2024-07-30,Morning,4,1,2.0,1,1,13
202400024061,2024-09-04,Afternoon,4,1,6.0,1,2,75
202400024062,2024-01-25,Morning,4,2,1.0,2,2,29
202400024063,2024-04-14,Morning,4,1,5.0,1,1,95
202400024064,2024-09-04,Evening,4,1,1.0,1,2,75
202400024065,2024-04-14,Night,4,1,6.0,3,1,93
202400024066,2024-01-24,Morning,4,1,1.0,1,2,29
202400024067,2024-09-04,Morning,4,1,6.0,1,2,75
202400024068,2024-04-13,Afternoon,4,1,3.0,1,1,93
202400024069,2024-09-04,Morning,4,1,3.0,1,2,75
202400024070,2024-04-14,Night,4,1,2.0,5,1,94
202400024071,2024-09-04,Morning,4,1,7.0,1,2,75
202400024072,2024-01-20,Afternoon,3,9,6.0,1,2,19
202400024073,2024-01-17,Night,2,2,6.0,5,2,19
202400024074,2024-09-04,Morning,4,1,1.0,2,2,75
202400024075,2024-04-13,Afternoon,4,1,3.0,1,1,77
202400024076,2024-01-17,Afternoon,4,2,3.0,1,2,19
202400024077,2024-07-30,Morning,3,1,2.0,1,1,45
202400024078,2024-09-04,Morning,4,1,3.0,1,2,94
202400024079,2024-04-12,Afternoon,3,1,2.0,1,1,94
202400024080,2024-07-29,Night,4,1,6.0,3,1,38
202400024081,2024-09-04,Afternoon,4,1,2.0,1,2,94
202400024083,2024-01-25,Morning,4,1,3.0,1,2,13
202400024084,2024-09-02,Afternoon,3,1,2.0,1,2,94
202400024085,2024-04-13,Evening,4,1,2.0,1,2,69
202400024086,2024-07-27,Afternoon,4,1,3.0,1,1,13
202400024087,2024-04-13,Night,3,1,1.0,5,2,69
202400024088,2024-07-29,Evening,4,1,7.0,1,1,45
202400024089,2024-09-04,Evening,4,1,3.0,5,2,94
202400024090,2024-01-25,Morning,4,1,2.0,1,2,13
202400024091,2024-09-03,Evening,4,8,6.0,1,2,94
202400024092,2024-07-28,Evening,4,1,6.0,1,2,33
202400024093,2024-04-12,Afternoon,4,1,3.0,1,2,69
202400024094,2024-09-04,Evening,4,8,6.0,1,2,93
202400024095,2024-04-13,Afternoon,3,1,6.0,1,1,2B
202400024096,2024-01-25,Afternoon,3,1,3.0,1,2,12
202400024098,2024-09-04,Afternoon,4,1,6.0,1,2,92
202400024099,2024-04-12,Evening,3,1,3.0,1,2,2B
202400024100,2024-07-30,Morning,4,1,1.0,1,1,45
202400024101,2024-01-24,Morning,4,1,3.0,1,2,11
202400024102,2024-09-04,Morning,4,1,5.0,1,2,92
202400024103,2024-01-25,Morning,4,1,6.0,1,2,06
202400024104,2024-07-30,Afternoon,4,1,1.0,1,2,77
202400024105,2024-09-04,Afternoon,4,1,3.0,1,2,92
202400024106,2024-07-29,Afternoon,3,1,7.0,1,1,34
202400024107,2024-01-16,Afternoon,4,1,2.0,1,2,04
202400024108,2024-01-25,Afternoon,3,1,3.0,1,2,03
202400024109,2024-09-03,Evening,4,8,4.0,2,2,92
202400024110,2024-07-30,Afternoon,3,1,6.0,1,2,34
202400024111,2024-01-25,Afternoon,4,1,6.0,5,2,01
202400024112,2024-09-02,Evening,4,1,1.0,1,2,92
202400024113,2024-01-24,Afternoon,4,1,3.0,2,2,75
202400024114,2024-07-29,Afternoon,4,1,5.0,1,1,83
202400024115,2024-09-04,Afternoon,4,1,3.0,1,2,92
202400024116,2024-01-24,Evening,4,1,1.0,5,2,75
202400024117,2024-07-20,Evening,4,1,1.0,1,2,13
202400024118,2024-07-29,Night,3,1,6.0,5,2,21
202400024119,2024-01-25,Morning,3,1,6.0,1,2,75
202400024120,2024-09-05,Evening,3,1,6.0,2,2,22
202400024121,2024-01-24,Night,3,1,6.0,3,2,75
202400024122,2024-07-29,Evening,4,1,3.0,3,1,68
202400024123,2024-09-04,Afternoon,3,1,1.0,1,1,68
202400024124,2024-01-25,Morning,4,2,6.0,1,2,75
202400024125,2024-07-29,Afternoon,4,1,7.0,1,1,55
202400024126,2024-09-04,Afternoon,3,1,6.0,1,1,41
202400024127,2024-07-30,Morning,3,1,6.0,1,2,81
202400024128,2024-01-24,Afternoon,4,1,5.0,1,2,75
202400024129,2024-09-05,Night,4,2,1.0,3,1,12
202400024130,2024-01-25,Morning,4,1,6.0,1,2,75
202400024131,2024-07-29,Night,3,1,3.0,3,1,61
202400024132,2024-01-24,Evening,4,8,3.0,5,2,75
202400024133,2024-07-30,Afternoon,3,1,6.0,1,2,14
202400024134,2024-01-24,Afternoon,4,1,7.0,1,2,75
202400024135,2024-09-03,Night,4,1,5.0,3,1,35
202400024136,2024-07-21,Afternoon,3,1,6.0,1,1,56
202400024137,2024-07-29,Afternoon,3,1,6.0,1,2,22
202400024138,2024-09-05,Morning,4,3,6.0,1,2,60
202400024139,2024-01-25,Morning,4,1,3.0,1,2,75
202400024140,2024-07-28,Afternoon,4,1,6.0,1,2,22
202400024141,2024-09-04,Afternoon,4,1,3.0,1,2,65
202400024142,2024-01-24,Afternoon,4,1,3.0,1,2,75
202400024143,2024-07-30,Morning,4,1,1.0,1,1,76
202400024144,2024-09-03,Morning,3,1,7.0,1,1,77
202400024145,2024-01-25,Afternoon,4,1,6.0,1,2,75
202400024146,2024-07-27,Evening,4,1,2.0,1,1,13
202400024147,2024-09-02,Afternoon,3,1,7.0,1,1,19
202400024148,2024-01-25,Morning,4,1,3.0,1,2,75
202400024149,2024-07-25,Morning,4,1,2.0,1,2,69
202400024150,2024-07-11,Afternoon,2,2,6.0,1,2,56
202400024151,2024-07-29,Morning,3,1,6.0,1,1,33
202400024152,2024-01-25,Morning,4,8,6.0,1,2,75
202400024153,2024-07-29,Morning,3,1,3.0,1,1,94
202400024154,2024-09-04,Afternoon,4,2,3.0,1,2,31
202400024155,2024-01-24,Afternoon,4,1,3.0,1,2,94
202400024156,2024-07-29,Morning,4,1,6.0,1,1,91
202400024157,2024-07-29,Morning,4,1,3.0,1,1,93
202400024158,2024-09-04,Night,4,2,3.0,5,2,11
202400024159,2024-07-18,Morning,4,1,1.0,1,2,44
202400024160,2024-09-05,Morning,3,2,6.0,1,1,71
202400024161,2024-01-25,Evening,4,1,2.0,5,2,93
202400024163,2024-09-05,Morning,2,2,6.0,1,1,12
202400024164,2024-09-05,Afternoon,3,1,6.0,1,1,46
202400024165,2024-01-24,Afternoon,4,1,3.0,1,2,93
202400024166,2024-03-21,Afternoon,4,1,3.0,1,2,18
202400024167,2024-09-03,Afternoon,3,1,7.0,1,1,39
202400024168,2024-01-25,Morning,4,1,6.0,1,2,92
202400024169,2024-09-04,Afternoon,3,1,6.0,1,2,29
202400024170,2024-07-28,Afternoon,3,1,3.0,1,2,92
202400024171,2024-01-25,Afternoon,4,2,2.0,5,2,92
202400024172,2024-08-22,Afternoon,3,1,6.0,1,1,01
202400024173,2024-05-27,Night,4,1,1.0,2,2,57
202400024174,2024-01-25,Afternoon,4,2,1.0,1,2,92
202400024175,2024-08-28,Night,4,1,3.0,2,1,01
202400024177,2024-01-24,Evening,4,1,1.0,2,2,92
202400024179,2024-01-24,Afternoon,4,1,3.0,1,2,92
202400024180,2024-07-28,Afternoon,3,1,6.0,1,2,69
202400024181,2024-08-30,Morning,3,1,3.0,1,1,14
202400024182,2024-09-04,Evening,3,2,6.0,2,2,14
202400024183,2024-01-25,Afternoon,4,2,6.0,2,2,92
202400024184,2024-07-28,Evening,4,1,2.0,1,2,2A
202400024185,2024-09-05,Morning,4,5,7.0,2,1,16
202400024186,2024-01-25,Afternoon,4,1,6.0,1,2,92
202400024187,2024-07-28,Night,4,1,3.0,5,2,2A
202400024188,2024-09-05,Morning,3,2,6.0,2,2,07
202400024189,2024-01-24,Evening,3,1,2.0,5,2,92
202400024190,2024-09-04,Evening,4,2,1.0,1,2,07
202400024191,2024-07-28,Night,3,1,3.0,5,2,95
202400024192,2024-01-25,Afternoon,3,1,1.0,1,1,33
202400024193,2024-08-31,Morning,3,1,3.0,1,2,40
202400024194,2024-07-27,Afternoon,4,2,7.0,1,1,86
202400024195,2024-02-23,Evening,3,2,6.0,5,2,33
202400024196,2024-09-04,Evening,4,3,7.0,2,1,30
202400024197,2024-07-28,Morning,4,1,3.0,1,2,83
202400024198,2024-09-05,Morning,2,1,1.0,2,1,88
202400024199,2024-01-26,Morning,4,8,2.0,3,1,71
202400024200,2024-07-27,Evening,4,1,4.0,1,2,83
202400024201,2024-07-28,Night,4,1,6.0,3,1,76
202400024202,2024-07-28,Afternoon,3,1,6.0,1,2,76
202400024204,2024-01-23,Morning,3,1,1.0,1,1,28
202400024205,2024-07-23,Afternoon,3,1,6.0,1,2,73
202400024207,2024-01-20,Morning,4,1,3.0,1,1,11
202400024208,2024-07-28,Night,4,1,3.0,5,2,71
202400024210,2024-09-05,Morning,3,5,2.0,1,1,13
202400024211,2024-01-23,Evening,3,2,6.0,5,2,01
202400024212,2024-07-27,Evening,3,2,6.0,1,2,68
202400024213,2024-01-25,Morning,3,1,3.0,1,1,83
202400024215,2024-07-28,Evening,3,1,3.0,1,2,63
202400024216,2024-05-24,Afternoon,3,1,7.0,1,1,89
202400024217,2024-01-25,Morning,3,2,6.0,1,1,51
202400024218,2024-07-29,Night,4,1,3.0,5,2,62
202400024219,2024-09-04,Afternoon,4,1,2.0,1,1,33
202400024220,2024-05-24,Afternoon,4,1,3.0,1,1,63
202400024221,2024-01-26,Night,2,2,2.0,3,1,56
202400024222,2024-09-04,Evening,2,1,6.0,3,2,2A
202400024223,2024-07-29,Night,4,1,7.0,3,2,62
202400024224,2024-05-25,Afternoon,2,1,7.0,1,2,61
202400024225,2024-01-25,Morning,4,1,6.0,1,2,79
202400024226,2024-07-27,Afternoon,3,7,7.0,1,2,62
202400024227,2024-09-05,Afternoon,3,1,3.0,1,1,34
202400024228,2024-07-28,Evening,4,1,1.0,1,2,59
202400024229,2024-05-25,Morning,4,1,7.0,1,1,55
202400024230,2024-01-25,Morning,3,2,5.0,2,1,82
202400024231,2024-09-04,Afternoon,3,1,6.0,1,2,67
202400024232,2024-07-28,Evening,3,1,6.0,1,2,47
202400024233,2024-05-25,Morning,4,1,3.0,1,1,42
202400024234,2024-09-04,Afternoon,3,1,7.0,1,1,67
202400024235,2024-05-24,Afternoon,4,3,6.0,1,2,68
202400024236,2024-01-26,Morning,3,2,5.0,2,1,71
202400024237,2024-07-28,Morning,4,1,3.0,1,2,37
202400024238,2024-09-04,Afternoon,4,1,3.0,1,2,31
202400024239,2024-01-25,Afternoon,4,1,1.0,1,1,12
202400024240,2024-07-27,Evening,4,1,2.0,1,2,35
202400024241,2024-05-24,Afternoon,4,1,7.0,1,2,68
202400024242,2024-01-26,Morning,3,1,7.0,1,1,42
202400024243,2024-07-28,Evening,4,1,6.0,5,2,34
202400024244,2024-09-04,Afternoon,3,1,4.0,1,1,17
202400024245,2024-05-25,Night,2,1,6.0,3,2,39
202400024246,2024-01-24,Morning,4,1,7.0,1,2,42
202400024247,2024-05-22,Morning,3,3,6.0,1,1,25
202400024248,2024-07-28,Evening,4,1,3.0,1,2,33
202400024249,2024-01-25,Afternoon,4,1,1.0,2,2,31
202400024250,2024-09-05,Morning,3,1,3.0,1,2,56
202400024251,2024-07-28,Night,4,1,6.0,3,1,29
202400024252,2024-07-28,Night,4,1,6.0,5,2,19
202400024253,2024-05-25,Afternoon,4,1,3.0,1,1,35
202400024254,2024-01-26,Morning,3,1,2.0,2,1,01
202400024255,2024-05-25,Morning,3,1,6.0,1,1,31
202400024256,2024-01-26,Morning,3,1,6.0,1,1,60
202400024257,2024-07-28,Morning,4,1,7.0,1,2,14
202400024258,2024-08-17,Evening,4,1,2.0,1,1,13
202400024259,2024-05-24,Evening,3,1,6.0,1,1,38
202400024260,2024-01-25,Afternoon,3,8,3.0,2,1,10
202400024261,2024-07-28,Evening,4,1,1.0,1,1,13
202400024262,2024-09-04,Afternoon,4,1,6.0,1,1,13
202400024263,2024-05-24,Night,3,1,7.0,3,1,02
202400024264,2024-01-18,Morning,3,1,5.0,2,2,40
202400024265,2024-09-04,Morning,4,1,5.0,1,1,78
202400024266,2024-07-17,Evening,4,1,3.0,1,2,13
202400024267,2024-05-25,Morning,3,1,3.0,1,1,02
202400024268,2024-01-15,Afternoon,3,1,3.0,1,1,27
202400024269,2024-05-24,Afternoon,3,1,6.0,1,1,72
202400024270,2024-07-26,Afternoon,4,1,3.0,1,2,07
202400024271,2024-01-23,Evening,4,2,6.0,5,2,17
202400024272,2024-05-25,Morning,4,1,1.0,1,1,06
202400024273,2024-07-27,Evening,4,8,2.0,5,2,75
202400024274,2024-05-24,Night,3,1,3.0,5,2,06
202400024275,2024-07-27,Afternoon,4,3,6.0,1,2,75
202400024276,2024-01-25,Afternoon,4,1,3.0,1,1,17
202400024277,2024-07-28,Evening,4,1,6.0,1,2,75
202400024278,2024-05-24,Afternoon,4,1,2.0,1,1,50
202400024279,2024-05-24,Afternoon,3,1,1.0,1,1,60
202400024280,2024-01-02,Morning,4,3,1.0,1,1,08
202400024281,2024-07-28,Morning,4,1,4.0,1,2,75
202400024282,2024-05-25,Morning,4,1,6.0,1,2,64
202400024283,2024-01-24,Night,3,1,6.0,3,1,08
202400024284,2024-07-28,Morning,4,1,3.0,1,2,75
202400024285,2024-05-24,Afternoon,4,1,3.0,1,2,36
202400024286,2024-01-26,Morning,2,2,1.0,1,2,88
202400024287,2024-07-28,Night,4,1,2.0,5,2,75
202400024288,2024-05-21,Afternoon,4,1,1.0,1,1,53
202400024289,2024-01-16,Morning,4,1,6.0,2,2,67
202400024290,2024-07-28,Afternoon,4,1,6.0,1,2,75
202400024291,2024-05-24,Evening,3,1,6.0,3,1,40
202400024292,2024-01-25,Afternoon,3,8,3.0,1,1,49
202400024293,2024-05-24,Evening,4,1,7.0,1,1,27
202400024294,2024-07-27,Afternoon,4,2,6.0,1,2,75
202400024295,2024-05-24,Evening,3,1,7.0,1,1,28
202400024296,2024-07-28,Evening,4,1,2.0,1,2,94
202400024297,2024-05-24,Evening,4,1,6.0,1,2,37
202400024298,2024-07-28,Night,4,1,6.0,5,2,94
202400024299,2024-05-24,Evening,4,1,3.0,5,2,30
202400024300,2024-07-28,Evening,4,1,2.0,1,2,93
202400024301,2024-05-24,Afternoon,3,2,7.0,1,1,52
202400024302,2024-07-27,Evening,4,2,3.0,1,2,93
202400024303,2024-05-25,Evening,3,1,3.0,1,2,31
202400024304,2024-07-28,Afternoon,4,1,1.0,1,2,93
202400024305,2024-05-25,Evening,3,1,3.0,1,1,06
202400024306,2024-07-19,Afternoon,4,1,2.0,1,2,93
202400024307,2024-05-25,Morning,3,1,7.0,1,1,06
202400024309,2024-07-27,Afternoon,4,2,6.0,1,2,92
202400024310,2024-05-24,Evening,4,1,7.0,1,1,84
202400024311,2024-07-27,Night,4,8,3.0,3,2,92
202400024312,2024-05-24,Morning,4,1,3.0,1,2,13
202400024313,2024-07-28,Evening,4,1,6.0,3,1,11
202400024314,2024-05-25,Afternoon,3,1,1.0,1,2,57
202400024315,2024-07-28,Evening,4,1,6.0,1,1,86
202400024316,2024-05-25,Afternoon,3,1,6.0,1,2,73
202400024317,2024-07-22,Afternoon,4,1,2.0,1,2,31
202400024318,2024-05-24,Afternoon,3,1,1.0,1,2,81
202400024319,2024-07-28,Night,3,1,6.0,3,1,81
202400024320,2024-05-24,Evening,4,1,1.0,1,2,69
202400024321,2024-07-28,Evening,4,1,6.0,2,1,71
202400024322,2024-05-24,Afternoon,4,1,6.0,1,2,19
202400024323,2024-07-29,Night,3,1,6.0,3,2,83
202400024324,2024-05-13,Evening,3,1,6.0,1,1,33
202400024325,2024-07-27,Night,3,1,2.0,3,1,01
202400024327,2024-05-24,Afternoon,4,1,6.0,1,2,60
202400024328,2024-07-29,Afternoon,3,1,2.0,1,2,30
202400024329,2024-05-24,Afternoon,4,1,3.0,1,2,62
202400024330,2024-07-28,Morning,3,1,1.0,1,2,83
202400024331,2024-07-28,Afternoon,3,1,3.0,1,2,83
202400024332,2024-05-24,Evening,4,1,3.0,1,1,13
202400024333,2024-07-28,Evening,3,7,2.0,2,2,57
202400024334,2024-05-20,Evening,3,1,3.0,1,1,59
202400024335,2024-07-29,Morning,3,1,3.0,1,1,56
202400024336,2024-05-21,Evening,4,1,2.0,1,1,59
202400024337,2024-07-27,Afternoon,4,1,2.0,1,1,56
202400024338,2024-07-28,Evening,4,1,7.0,1,1,67
202400024339,2024-05-24,Afternoon,4,1,4.0,1,1,92
202400024340,2024-07-29,Morning,4,1,6.0,1,1,79
202400024341,2024-07-28,Afternoon,3,1,7.0,1,1,2B
202400024342,2024-05-24,Evening,4,1,5.0,1,1,93
202400024343,2024-07-27,Afternoon,3,1,1.0,1,1,69
202400024344,2024-05-24,Morning,4,1,2.0,1,1,93
202400024345,2024-07-28,Evening,3,1,6.0,1,1,32
202400024346,2024-07-28,Evening,4,1,7.0,1,1,41
202400024347,2024-05-23,Night,2,1,6.0,4,1,94
202400024348,2024-07-27,Morning,3,1,3.0,1,2,34
202400024349,2024-01-13,Afternoon,4,1,3.0,1,2,84
202400024350,2024-07-28,Evening,4,1,7.0,1,1,34
202400024351,2024-03-13,Afternoon,2,1,6.0,1,2,29
202400024352,2024-07-18,Afternoon,3,1,7.0,1,1,39
202400024353,2024-02-10,Afternoon,4,2,3.0,1,2,57
202400024354,2024-07-29,Morning,4,1,2.0,1,1,25
202400024356,2024-07-28,Morning,3,1,6.0,3,1,25
202400024358,2024-07-22,Afternoon,4,1,3.0,1,1,25
202400024360,2024-07-28,Evening,4,1,7.0,1,1,38
202400024362,2024-07-27,Night,4,1,6.0,2,1,15
202400024365,2024-07-29,Evening,3,1,3.0,1,1,01
202400024367,2024-07-19,Afternoon,4,1,3.0,1,1,01
202400024369,2024-07-27,Morning,3,1,6.0,1,2,58
202400024371,2024-07-25,Night,4,1,6.0,3,1,54
202400024373,2024-07-27,Morning,4,1,1.0,1,1,06
202400024374,2024-07-28,Afternoon,3,1,7.0,1,1,05
202400024375,2024-05-23,Evening,4,1,3.0,1,2,69
202400024376,2024-07-29,Night,3,1,6.0,3,1,50
202400024378,2024-05-23,Afternoon,4,1,2.0,1,2,2A
202400024379,2024-07-28,Evening,4,1,3.0,2,1,64
202400024380,2024-05-23,Afternoon,4,1,6.0,1,2,2A
202400024381,2024-07-29,Morning,3,1,3.0,1,2,18
202400024382,2024-07-28,Evening,3,1,3.0,1,2,10
202400024383,2024-05-23,Afternoon,4,1,3.0,1,2,95
202400024384,2024-07-28,Night,4,1,3.0,3,1,07
202400024385,2024-05-23,Morning,4,1,6.0,1,1,91
202400024386,2024-07-29,Morning,3,1,6.0,1,1,21
202400024387,2024-05-23,Afternoon,3,1,3.0,1,2,91
202400024388,2024-07-28,Evening,3,1,2.0,1,2,28
202400024389,2024-07-28,Afternoon,3,1,2.0,1,1,08
202400024390,2024-05-22,Morning,4,1,3.0,1,2,91
202400024391,2024-07-29,Afternoon,2,9,7.0,1,1,88
202400024392,2024-05-23,Afternoon,4,1,2.0,1,2,91
202400024393,2024-07-29,Afternoon,3,1,1.0,1,2,88
202400024394,2024-07-29,Morning,3,1,2.0,1,1,63
202400024395,2024-05-15,Morning,4,1,5.0,1,2,89
202400024396,2024-07-29,Afternoon,3,1,1.0,1,1,35
202400024397,2024-05-24,Evening,4,1,3.0,1,2,88
202400024398,2024-05-22,Morning,3,1,3.0,1,2,85
202400024399,2024-07-25,Afternoon,4,1,1.0,1,1,31
202400024400,2024-05-23,Afternoon,4,1,2.0,1,2,85
202400024401,2024-07-28,Evening,4,1,6.0,2,2,45
202400024402,2024-07-23,Morning,4,1,5.0,1,1,66
202400024403,2024-05-22,Evening,4,1,5.0,1,2,84
202400024404,2024-05-23,Morning,3,8,6.0,1,1,78
202400024405,2024-05-23,Afternoon,3,1,3.0,1,2,77
202400024406,2024-07-29,Afternoon,4,1,3.0,1,2,66
202400024407,2024-05-22,Afternoon,4,2,6.0,1,2,77
202400024408,2024-07-29,Afternoon,4,1,2.0,1,1,13
202400024409,2024-05-23,Morning,4,1,3.0,1,2,76
202400024410,2024-07-29,Morning,4,1,1.0,1,1,38
202400024411,2024-07-26,Evening,4,1,3.0,1,2,38
202400024412,2024-05-22,Evening,4,1,3.0,1,2,76
202400024413,2024-05-22,Afternoon,4,1,6.0,1,2,71
202400024414,2024-07-28,Morning,4,1,3.0,1,2,01
202400024415,2024-07-28,Afternoon,3,7,7.0,1,1,69
202400024416,2024-05-23,Evening,4,1,6.0,1,2,69
202400024417,2024-07-28,Morning,4,1,7.0,2,1,17
202400024418,2024-07-29,Afternoon,2,1,6.0,1,2,27
202400024419,2024-05-23,Night,4,1,6.0,5,2,69
202400024420,2024-07-29,Afternoon,4,1,2.0,1,1,02
202400024421,2024-05-22,Evening,4,2,3.0,2,2,69
202400024422,2024-07-27,Evening,4,1,2.0,1,1,13
202400024423,2024-05-22,Afternoon,4,1,2.0,1,2,69
202400024424,2024-05-21,Afternoon,3,1,6.0,1,2,67
202400024425,2024-07-28,Morning,4,1,1.0,1,1,83
202400024426,2024-07-28,Night,4,1,2.0,3,1,78
202400024427,2024-05-23,Morning,3,1,3.0,1,2,65
202400024428,2024-07-27,Afternoon,4,2,3.0,1,1,92
202400024429,2024-05-23,Afternoon,4,1,4.0,1,1,64
202400024430,2024-07-28,Afternoon,4,1,5.0,1,1,93
202400024431,2024-05-23,Afternoon,4,1,6.0,1,2,64
202400024432,2024-07-28,Night,4,1,6.0,2,1,95
202400024433,2024-07-28,Night,4,1,3.0,3,1,93
202400024434,2024-05-23,Afternoon,4,2,3.0,1,2,63
202400024435,2024-07-28,Night,3,1,6.0,3,1,95
202400024436,2024-07-27,Evening,4,1,6.0,1,1,95
202400024437,2024-05-23,Afternoon,4,1,4.0,1,1,62
202400024438,2024-05-22,Afternoon,4,2,6.0,1,2,62
202400024439,2024-07-27,Evening,4,1,5.0,2,1,93
202400024440,2024-07-27,Morning,4,2,6.0,1,1,95
202400024441,2024-05-23,Afternoon,4,1,6.0,1,2,62
202400024443,2024-05-22,Morning,3,1,6.0,2,2,62
202400024445,2024-05-23,Morning,4,1,3.0,1,2,59
202400024447,2024-05-23,Afternoon,4,1,2.0,1,2,59
202400024448,2024-07-27,Night,4,1,6.0,5,2,69
202400024450,2024-05-23,Morning,4,1,1.0,1,2,54
202400024452,2024-05-22,Evening,4,1,3.0,1,2,54
202400024453,2024-07-28,Night,4,1,6.0,5,2,69
202400024454,2024-05-23,Afternoon,4,1,3.0,1,1,54
202400024456,2024-05-22,Evening,4,1,3.0,1,1,49
202400024457,2024-05-22,Afternoon,4,8,3.0,1,2,49
202400024458,2024-05-22,Evening,4,1,4.0,1,2,42
202400024459,2024-05-23,Afternoon,4,1,6.0,1,2,41
202400024460,2024-05-23,Morning,4,8,3.0,1,2,37
202400024461,2024-05-21,Afternoon,4,2,3.0,1,2,37
202400024462,2024-05-22,Afternoon,4,1,2.0,1,1,35
202400024463,2024-05-23,Afternoon,4,1,3.0,1,2,34
202400024464,2024-05-22,Night,4,1,3.0,5,2,33
202400024465,2024-05-23,Afternoon,4,1,3.0,1,2,31
202400024466,2024-05-23,Afternoon,4,1,3.0,1,2,31
202400024467,2024-05-23,Afternoon,4,1,3.0,1,2,30
202400024468,2024-05-23,Afternoon,4,1,3.0,1,2,29
202400024469,2024-05-23,Evening,4,1,3.0,1,2,27
202400024470,2024-05-23,Morning,4,2,1.0,1,1,25
202400024471,2024-05-23,Afternoon,3,1,3.0,1,2,19
202400024472,2024-05-23,Morning,4,1,3.0,1,2,19
202400024473,2024-05-22,Morning,4,8,2.0,1,2,17
202400024474,2024-05-22,Afternoon,2,1,1.0,1,1,30
202400024475,2024-05-23,Morning,4,1,7.0,1,2,13
202400024476,2024-05-23,Afternoon,4,1,3.0,1,2,13
202400024477,2024-05-23,Afternoon,2,1,3.0,1,2,13
202400024478,2024-05-23,Morning,3,1,3.0,1,2,13
202400024479,2024-05-24,Night,4,1,6.0,3,1,11
202400024480,2024-05-23,Afternoon,4,1,4.0,1,2,06
202400024481,2024-05-22,Afternoon,4,1,1.0,1,2,06
202400024482,2024-05-18,Night,4,1,3.0,5,2,03
202400024483,2024-05-23,Afternoon,3,3,6.0,1,2,03
202400024484,2024-05-23,Evening,4,1,3.0,1,2,01
202400024485,2024-05-22,Afternoon,4,1,3.0,1,2,01
202400024486,2024-05-23,Morning,4,1,2.0,1,2,75
202400024487,2024-05-23,Morning,4,1,3.0,1,2,75
202400024488,2024-05-23,Morning,4,1,2.0,1,2,75
202400024489,2024-05-23,Morning,4,1,2.0,1,2,75
202400024490,2024-05-23,Afternoon,4,1,6.0,1,2,75
202400024491,2024-05-22,Morning,3,1,2.0,1,2,75
202400024492,2024-05-23,Evening,4,1,6.0,1,2,75
202400024493,2024-05-23,Afternoon,4,1,6.0,1,2,75
202400024494,2024-05-22,Afternoon,4,1,6.0,1,2,75
202400024495,2024-05-23,Afternoon,4,2,6.0,1,2,75
202400024496,2024-05-22,Night,4,1,6.0,5,2,75
202400024497,2024-05-22,Night,4,1,6.0,5,2,75
202400024498,2024-05-22,Night,4,1,2.0,5,2,75
202400024499,2024-05-22,Evening,3,1,6.0,5,2,75
202400024500,2024-05-23,Afternoon,4,1,6.0,1,2,75
202400024501,2024-05-23,Afternoon,4,8,6.0,1,2,75
202400024502,2024-05-22,Afternoon,4,1,3.0,1,2,75
202400024503,2024-05-23,Morning,4,1,3.0,1,2,75
202400024504,2024-05-22,Afternoon,4,3,6.0,1,2,75
202400024505,2024-05-22,Morning,4,1,6.0,1,2,75
202400024506,2024-05-23,Afternoon,4,1,6.0,1,2,94
202400024507,2024-05-23,Morning,4,1,3.0,1,2,94
202400024508,2024-05-22,Evening,4,1,3.0,1,2,94
202400024509,2024-05-22,Afternoon,4,1,3.0,1,2,94
202400024510,2024-05-22,Morning,3,1,6.0,1,2,94
202400024511,2024-05-23,Evening,4,1,6.0,1,2,94
202400024512,2024-05-23,Morning,4,1,6.0,1,2,94
202400024513,2024-05-22,Afternoon,4,1,6.0,1,2,94
202400024514,2024-10-06,Afternoon,3,1,2.0,1,1,57
202400024515,2024-05-23,Night,4,1,6.0,4,2,94
202400024516,2024-10-08,Evening,4,2,6.0,5,2,56
202400024517,2024-05-22,Evening,4,1,3.0,1,2,94
202400024518,2024-10-08,Afternoon,4,1,6.0,1,2,56
202400024519,2024-04-23,Evening,4,1,6.0,1,2,93
202400024520,2024-10-08,Afternoon,3,1,6.0,1,2,52
202400024521,2024-05-23,Evening,4,1,3.0,1,2,93
202400024522,2024-10-08,Afternoon,4,1,7.0,1,2,51
202400024523,2024-05-22,Evening,4,1,3.0,1,2,92
202400024524,2024-05-23,Afternoon,4,1,3.0,1,2,92
202400024525,2024-10-08,Morning,3,1,3.0,1,2,51
